Date,Close,High,Low,Open,Volume,Target,Negative,Neutral,Positive
2024-05-08,180.3500061035156,181.6600036621093,175.9499969482422,175.9499969482422,4956800.0,1,0.0,1.0,0.0
2024-05-09,181.25,181.75,179.30999755859375,179.5500030517578,5107400.0,0,0.2338067863851388,0.7275566755030396,0.0386365219863747
2024-05-10,178.50999450683594,181.8800048828125,177.9199981689453,181.25,3715500.0,0,0.0994249513891259,0.6708600404683314,0.229715017311984
2024-05-13,178.44000244140625,180.75,178.07000732421875,179.0399932861328,3105200.0,1,0.1379473300406029,0.7847456345816421,0.0773070429844145
2024-05-14,180.759994506836,183.6600036621093,179.6300048828125,180.22999572753903,4686500.0,0,0.3131913774406206,0.5930347542048408,0.0937738640153776
2024-05-15,176.99000549316406,180.6699981689453,176.1699981689453,180.13999938964844,5858900.0,1,0.2190428363698761,0.7157236933652507,0.0652334643678762
2024-05-16,182.9600067138672,183.759994506836,177.25,177.60000610351562,6993200.0,1,0.1309899427670438,0.6245543804034184,0.2444556779745673
2024-05-17,184.9499969482422,185.3800048828125,181.22000122070312,183.25,5562400.0,1,0.1962606167557209,0.7302044517469886,0.0735349333509203
2024-05-20,186.6100006103516,188.6300048828125,184.009994506836,184.6499938964844,6228600.0,0,0.1644990136449291,0.5203192821458993,0.3151816909603148
2024-05-21,184.77999877929688,186.38999938964844,183.1100006103516,185.3000030517578,4349100.0,1,0.1393815810077189,0.7382282008604697,0.1223902197376116
2024-05-22,186.27999877929688,186.82000732421875,183.4100036621093,184.6000061035156,3785400.0,0,0.1936581530539598,0.7838788239150312,0.0224630136878355
2024-05-23,172.2100067138672,186.0,171.61000061035156,185.7899932861328,17116000.0,1,0.3943032748044106,0.5109073448814888,0.0947893741298775
2024-05-24,174.52000427246094,174.86000061035156,169.57000732421875,173.1999969482422,9485000.0,1,0.1903151258684302,0.6501115414615564,0.1595733297684691
2024-05-28,175.0800018310547,178.49000549316406,173.3800048828125,174.72999572753906,5274400.0,0,0.0,1.0,0.0
2024-05-29,171.64999389648438,175.8300018310547,171.61000061035156,173.61000061035156,3666400.0,1,0.0,1.0,0.0
2024-05-30,172.75,174.67999267578125,171.5500030517578,172.63999938964844,3927900.0,1,0.1666740227564521,0.6531599205842313,0.1801660477333925
2024-05-31,177.61000061035156,177.89999389648438,172.2100067138672,173.1199951171875,5774500.0,1,0.238280809412187,0.7057365056845473,0.0559826793744716
2024-06-03,184.57000732421875,186.009994506836,178.02000427246094,178.08999633789062,8951600.0,1,0.2372773236997839,0.7315840997719902,0.0311385623368503
2024-06-04,188.6199951171875,188.83999633789065,183.25,185.0500030517578,7176800.0,1,0.3016464425559057,0.5542506045976611,0.1441029521986345
2024-06-05,189.8500061035156,190.33999633789065,186.52999877929688,187.8999938964844,5944000.0,1,0.0129552490528696,0.8422643536516955,0.1447804042484138
2024-06-06,191.4199981689453,192.1000061035156,187.3500061035156,188.8300018310547,5942200.0,0,0.1237468354686916,0.7469325253985194,0.1293206488062291
2024-06-07,190.2400054931641,191.97999572753903,189.6600036621093,190.4600067138672,3374500.0,0,0.0454378287166964,0.9535067045891829,0.0010554789994123
2024-06-10,190.1199951171875,192.6300048828125,189.6000061035156,190.0,4388300.0,0,0.1601868045270658,0.676679250988309,0.1631339439394651
2024-06-11,185.5,189.32000732421875,182.75,189.32000732421875,5010100.0,0,0.3043303707551565,0.5607931597985439,0.1348764624831777
